date,open,high,low,close,volume,trade_count,vwap,symbol
3/23/2021,9.67,9.85,9.48,9.54,2400631,18247,9.619021,CRON
3/24/2021,9.59,9.7,9.25,9.26,3384325,21091,9.434877,CRON
3/25/2021,9.11,9.545,8.98,9.51,2802547,21418,9.337171,CRON
3/26/2021,9.61,9.63,9.11,9.29,2709132,18451,9.277828,CRON
3/29/2021,9.25,9.48,9.1,9.16,2584410,18877,9.24542,CRON
3/30/2021,9.09,9.32,8.96,9.3,1764623,13714,9.192475,CRON
3/31/2021,9.48,9.72,9.36,9.46,3165783,22272,9.562373,CRON
4/1/2021,9.63,9.87,9.4,9.41,2311300,17754,9.574577,CRON
4/5/2021,9.57,9.59,9.2201,9.33,1583136,13941,9.33989,CRON
4/6/2021,9.3,9.34,9.06,9.13,1985343,16865,9.179674,CRON
4/7/2021,9.12,9.12,8.71,8.71,3043580,17620,8.878494,CRON
4/8/2021,8.77,8.87,8.545,8.79,1829623,14634,8.736505,CRON
4/9/2021,8.74,9.085,8.65,8.88,2785064,18257,8.915235,CRON
4/12/2021,8.71,8.72,8.12,8.1801,3738488,24905,8.274711,CRON
4/13/2021,8.08,8.47,8.04,8.41,2599800,18658,8.324643,CRON
4/14/2021,8.36,8.3998,8.16,8.24,1803543,14630,8.288705,CRON
4/15/2021,8.3,8.45,8.06,8.145,2387003,16377,8.225048,CRON
4/16/2021,8.19,8.38,7.94,8.36,2154407,19517,8.184108,CRON
4/19/2021,8.32,8.55,8.12,8.1902,2243781,16715,8.275681,CRON
4/20/2021,8.24,8.31,7.65,7.7,3423139,22577,7.897229,CRON
4/21/2021,7.655,8.12,7.5675,8.08,2065056,15344,7.943513,CRON
4/22/2021,8.11,8.24,7.985,8.03,2366970,15354,8.106694,CRON
4/23/2021,8.06,8.29,7.93,8.23,1506443,12044,8.192588,CRON
4/26/2021,8.25,8.41,8.1,8.36,1520246,11510,8.289717,CRON
4/27/2021,8.38,8.44,8.195,8.21,1174554,9637,8.264882,CRON
4/28/2021,8.11,8.51,7.96,8.42,2208621,14035,8.315868,CRON
4/29/2021,8.39,8.4,8,8.28,2417366,17631,8.16633,CRON
4/30/2021,8.11,8.34,8.05,8.14,1345013,9741,8.16756,CRON
5/3/2021,8.15,8.16,7.815,7.83,2435317,15158,7.937258,CRON
5/4/2021,7.77,7.97,7.54,7.96,2741184,21782,7.78258,CRON
5/5/2021,7.94,8,7.7727,7.89,1902661,14195,7.863897,CRON
5/6/2021,7.8,7.84,7.49,7.61,2795108,17488,7.619741,CRON
5/7/2021,7.18,7.99,7.16,7.69,5174151,30519,7.741362,CRON
5/10/2021,7.66,7.7,7.26,7.29,3794270,22986,7.393493,CRON
5/11/2021,7.09,7.44,6.99,7.38,2994023,18744,7.30296,CRON
5/12/2021,7.37,7.49,7.12,7.15,2138047,14003,7.267332,CRON
5/13/2021,7.14,7.39,7,7.18,2692859,17437,7.200243,CRON
5/14/2021,7.2,7.385,7.13,7.29,1766544,12572,7.300662,CRON
5/17/2021,7.32,7.45,7.2108,7.43,1792267,11257,7.378385,CRON
5/18/2021,7.47,7.63,7.42,7.53,1572681,10770,7.55962,CRON
5/19/2021,7.41,7.54,7.25,7.42,1545145,10518,7.362069,CRON
5/20/2021,7.49,7.64,7.33,7.42,1305968,9163,7.450002,CRON
5/21/2021,7.47,7.52,7.35,7.38,1180662,8786,7.434216,CRON
5/24/2021,7.4,7.4393,7.22,7.34,1212305,9022,7.323985,CRON
5/25/2021,7.37,7.7,7.37,7.47,2032586,12383,7.563916,CRON
5/26/2021,7.53,7.84,7.44,7.77,1676928,11947,7.715712,CRON
5/27/2021,7.88,7.88,7.61,7.82,1934227,14129,7.769158,CRON
5/28/2021,7.89,9.01,7.87,9.01,15452785,65569,8.679088,CRON
6/1/2021,8.86,8.9,8.11,8.25,7176677,41294,8.376759,CRON
6/2/2021,8.36,8.98,8.25,8.97,6215193,35119,8.665391,CRON
6/3/2021,8.9,9.36,8.54,8.56,6897990,35637,8.899315,CRON
6/4/2021,8.79,8.9675,8.54,8.61,4018469,24204,8.726814,CRON
6/7/2021,8.62,9.08,8.48,9.06,3166011,21347,8.878003,CRON
6/8/2021,9.2,9.24,8.69,8.95,3281449,19004,8.900586,CRON
6/9/2021,8.95,9.42,8.9,9.03,4255646,25977,9.193083,CRON
6/10/2021,9.11,9.12,8.6243,8.76,2509066,15102,8.80616,CRON
6/11/2021,8.78,8.94,8.7,8.91,1953833,13679,8.828784,CRON
6/14/2021,9.05,9.36,8.77,8.87,3488877,21408,9.01699,CRON
6/15/2021,8.92,9.1293,8.6932,8.72,2239321,13633,8.851166,CRON
6/16/2021,8.71,8.7377,8.46,8.61,1676136,12823,8.60861,CRON
6/17/2021,8.57,8.75,8.46,8.56,1668947,11482,8.604618,CRON
6/18/2021,8.52,8.63,8.32,8.35,1882930,12075,8.460353,CRON
6/21/2021,8.35,8.6,8.2,8.56,1975753,12820,8.426601,CRON
6/22/2021,8.5,8.5499,8.36,8.52,1240799,9430,8.452408,CRON
6/23/2021,8.54,8.795,8.52,8.65,1353513,10228,8.679965,CRON
6/24/2021,8.74,9.0899,8.67,9.03,2401688,14060,8.960371,CRON
6/25/2021,9.03,9.06,8.84,8.88,1459547,10139,8.921313,CRON
6/28/2021,8.9,9.12,8.86,8.89,2108236,13226,8.984647,CRON
6/29/2021,8.97,9.0879,8.65,8.7,1934805,11355,8.821218,CRON
6/30/2021,8.67,8.8,8.435,8.6,2321448,13562,8.624234,CRON
7/1/2021,8.6,8.71,8.42,8.58,1360649,8856,8.547458,CRON
7/2/2021,8.62,8.62,8.27,8.35,1616376,10658,8.362018,CRON
7/6/2021,8.33,8.42,8.09,8.1,1797741,11995,8.178404,CRON
7/7/2021,8.1,8.14,7.73,8,2306859,14169,7.917016,CRON
7/8/2021,7.81,8.03,7.735,7.99,1187108,9540,7.928816,CRON
7/9/2021,8.05,8.13,7.901,8.07,1049652,6965,8.033435,CRON
7/12/2021,8.02,8.1367,7.88,8.04,1305648,8737,8.005279,CRON
7/13/2021,8.15,8.595,8.09,8.11,2630231,14810,8.328294,CRON
7/14/2021,8.23,8.26,7.64,7.67,2119484,13901,7.874153,CRON
7/15/2021,7.65,7.7401,7.39,7.54,1708052,11860,7.569721,CRON
7/16/2021,7.59,7.59,7.12,7.18,2041829,12209,7.293913,CRON
7/19/2021,7.04,7.18,6.95,7.16,2032747,13015,7.073087,CRON
7/20/2021,7.19,7.36,7,7.33,1034289,7777,7.21309,CRON
7/21/2021,7.34,7.49,7.28,7.43,923529,6965,7.416595,CRON
7/22/2021,7.41,7.5,7.2054,7.23,892967,7094,7.276503,CRON
7/23/2021,7.24,7.2474,7.045,7.15,871348,6326,7.130281,CRON
7/26/2021,7.1,7.38,7.05,7.29,1322257,9631,7.212787,CRON
7/27/2021,7.25,7.285,7.0197,7.13,1351363,9207,7.10408,CRON
7/28/2021,7.25,7.69,7.18,7.64,2528073,15441,7.538731,CRON
7/29/2021,7.74,7.76,7.46,7.56,1248384,9841,7.589416,CRON
7/30/2021,7.46,7.6,7.36,7.37,849984,6547,7.451379,CRON
8/2/2021,7.39,7.605,7.32,7.33,967794,8407,7.46229,CRON
8/3/2021,7.35,7.4,7.27,7.39,901248,7202,7.318276,CRON
8/4/2021,7.29,7.415,7.1,7.11,1384158,9901,7.20771,CRON
8/5/2021,7.12,7.56,7.071,7.41,1793615,12588,7.411918,CRON
8/6/2021,7.4,7.48,7.08,7.31,1522839,10183,7.284207,CRON
8/9/2021,7.27,7.28,7.04,7.22,2051448,12680,7.142528,CRON
8/10/2021,7.17,7.33,7.06,7.24,1775800,10773,7.173024,CRON
8/11/2021,7.21,7.22,6.86,6.92,2660830,14160,6.979064,CRON
8/12/2021,6.95,6.95,6.57,6.64,3023508,17342,6.699856,CRON
8/13/2021,6.65,6.6599,6.41,6.47,4230269,16073,6.494435,CRON
8/16/2021,6.38,6.56,6.3,6.42,2151793,13209,6.44726,CRON
8/17/2021,6.35,6.55,6.31,6.37,1303775,7875,6.392187,CRON
8/18/2021,6.39,6.72,6.25,6.4,1811988,10864,6.482047,CRON
8/19/2021,6.45,6.49,6.14,6.16,1986378,10852,6.284707,CRON
8/20/2021,6.14,6.33,6.13,6.17,1249894,8369,6.216303,CRON
8/23/2021,6.21,6.44,6.21,6.38,1219231,9149,6.347686,CRON
8/24/2021,6.42,6.6,6.3399,6.59,1519314,8912,6.49284,CRON
8/25/2021,6.58,6.62,6.4409,6.51,1154852,7735,6.543842,CRON
8/26/2021,6.53,6.6,6.35,6.41,1266677,7197,6.453419,CRON
8/27/2021,6.4,6.54,6.37,6.48,1109800,7241,6.48391,CRON
8/30/2021,6.51,6.5103,6.3501,6.41,1294280,6773,6.429422,CRON
8/31/2021,6.38,6.7,6.38,6.61,1741568,9718,6.609008,CRON
9/1/2021,6.62,6.721,6.4436,6.47,1610678,9501,6.534317,CRON
9/2/2021,6.47,6.71,6.45,6.6,1492968,8693,6.60225,CRON
9/3/2021,6.61,6.68,6.44,6.5,1373189,7699,6.529076,CRON
9/7/2021,6.5,6.5873,6.36,6.37,1150104,7665,6.438117,CRON
9/8/2021,6.36,6.36,6.14,6.16,1931425,14128,6.214605,CRON
9/9/2021,6.17,6.28,6.065,6.21,1656022,10291,6.195756,CRON
9/10/2021,6.24,6.25,6.12,6.13,1503371,9363,6.160476,CRON
9/13/2021,6.19,6.2095,6.01,6.05,1469677,9080,6.094601,CRON
9/14/2021,6.06,6.095,5.8,5.83,2427139,11160,5.948668,CRON
9/15/2021,5.85,6.03,5.825,5.91,1376938,8122,5.916255,CRON
9/16/2021,5.91,5.98,5.87,5.93,954138,6673,5.917711,CRON
9/17/2021,5.88,5.98,5.785,5.975,1965936,10715,5.873995,CRON
9/20/2021,5.72,5.76,5.59,5.72,2228869,12220,5.678729,CRON
9/21/2021,5.74,5.82,5.63,5.67,1843207,9369,5.70935,CRON
9/22/2021,5.74,6.04,5.73,5.9,2161338,10256,5.919167,CRON
9/23/2021,6.02,6.17,6,6,1848651,9409,6.061431,CRON
9/24/2021,5.95,5.97,5.68,5.7,2225258,11580,5.75376,CRON
9/27/2021,5.71,5.94,5.65,5.89,2237710,11010,5.836689,CRON
9/28/2021,5.81,5.91,5.65,5.65,2008859,8973,5.74387,CRON
9/29/2021,5.69,5.71,5.5801,5.6,1418292,7549,5.636591,CRON
9/30/2021,5.61,5.74,5.54,5.66,1614862,7465,5.63915,CRON
10/1/2021,5.69,5.7,5.5164,5.64,1409313,7416,5.596119,CRON
10/4/2021,5.6,5.61,5.48,5.49,1895830,9007,5.524108,CRON
10/5/2021,5.5,5.67,5.45,5.48,1885066,8133,5.531723,CRON
10/6/2021,5.49,5.55,5.42,5.47,1898886,8276,5.476207,CRON
10/7/2021,5.5,5.7,5.41,5.58,1923848,8094,5.573838,CRON
10/8/2021,5.6,5.6678,5.46,5.48,1232626,6553,5.54569,CRON
10/11/2021,5.47,5.5,5.37,5.37,1314294,7300,5.430308,CRON
10/12/2021,5.42,5.48,5.36,5.39,1142132,7201,5.418014,CRON
10/13/2021,5.42,5.5,5.37,5.44,1680695,8441,5.433997,CRON
10/14/2021,5.49,5.72,5.475,5.53,2477503,9848,5.622841,CRON
10/15/2021,5.55,5.58,5.44,5.48,1740696,8420,5.486232,CRON
10/18/2021,5.44,5.51,5.35,5.36,1773187,8584,5.407305,CRON
10/19/2021,5.37,5.83,5.34,5.81,4678090,18664,5.636066,CRON
10/20/2021,5.84,5.91,5.635,5.8,3115668,13954,5.786822,CRON
10/21/2021,5.78,6.05,5.77,5.95,3422513,16389,5.94456,CRON
10/22/2021,5.95,5.95,5.6,5.65,1999455,10949,5.715689,CRON
10/25/2021,5.62,5.64,5.495,5.56,2017775,10219,5.553495,CRON
10/26/2021,5.58,5.64,5.445,5.48,1841561,8550,5.535303,CRON
10/27/2021,5.47,5.54,5.29,5.29,1928895,9898,5.377904,CRON
10/28/2021,5.31,5.35,5.21,5.28,2103996,11060,5.276646,CRON
10/29/2021,5.27,5.35,5.19,5.19,2370695,10093,5.249955,CRON
11/1/2021,5.2,5.4876,5.155,5.42,3041149,12048,5.374539,CRON
11/2/2021,5.41,5.42,5.23,5.36,2194052,10963,5.31039,CRON
11/3/2021,5.31,5.66,5.3,5.52,2232763,12788,5.538976,CRON
11/4/2021,5.56,5.62,5.39,5.41,2450008,10429,5.470566,CRON
11/5/2021,5.39,5.39,5.11,5.34,4874944,19287,5.224364,CRON
11/8/2021,5.66,6.79,5.64,6.71,14572514,60940,6.352422,CRON
11/9/2021,6.21,6.28,5.52,5.7,14508428,57899,5.768937,CRON
11/10/2021,5.52,5.76,5.43,5.47,6058493,21819,5.558286,CRON
11/11/2021,5.44,5.84,5.44,5.68,4262165,20192,5.678119,CRON
11/12/2021,5.83,6.27,5.73,6.26,8394403,32350,6.011827,CRON
11/15/2021,6.3,6.4388,5.92,5.94,7379951,33315,6.104146,CRON
11/16/2021,5.92,5.93,5.61,5.81,3636115,17297,5.784763,CRON
11/17/2021,5.77,5.85,5.52,5.55,2961759,13365,5.622505,CRON
11/18/2021,5.47,5.49,4.86,4.89,7328507,31816,5.015362,CRON
11/19/2021,5.085,5.13,4.87,4.93,3292747,16346,4.958418,CRON
11/22/2021,4.92,4.92,4.64,4.69,3923796,18501,4.723169,CRON
11/23/2021,4.7,4.87,4.5596,4.68,3060697,13553,4.677394,CRON
11/24/2021,4.67,4.91,4.57,4.81,2351945,11492,4.790884,CRON
11/26/2021,4.57,4.7395,4.56,4.67,1946974,8719,4.639089,CRON
11/29/2021,4.66,4.6983,4.38,4.46,3632437,16209,4.468985,CRON
11/30/2021,4.44,4.57,4.26,4.53,3154062,13731,4.439032,CRON
12/1/2021,4.55,4.61,4.21,4.21,3389137,14406,4.401254,CRON
12/2/2021,4.21,4.45,4.1201,4.4,3454177,14041,4.347397,CRON
12/3/2021,4.4,4.4,4.12,4.16,2544174,12181,4.205814,CRON
12/6/2021,4.12,4.385,3.96,4.32,2673836,12998,4.209792,CRON
12/7/2021,4.38,4.585,4.36,4.51,2674345,13429,4.502223,CRON
12/8/2021,4.51,4.73,4.4,4.6,2149713,10877,4.609911,CRON
12/9/2021,4.54,4.6599,4.43,4.49,1755725,8061,4.505194,CRON
12/10/2021,4.49,4.555,4.22,4.26,1971916,10548,4.346906,CRON
12/13/2021,4.2,4.23,4.02,4.16,2365196,12750,4.140614,CRON
12/14/2021,4.1,4.23,4.05,4.08,2135403,10826,4.117994,CRON
12/15/2021,4.06,4.14,3.88,4.11,2956365,12750,3.976086,CRON
12/16/2021,4.13,4.2,3.97,3.99,2523239,10976,4.051935,CRON
12/17/2021,3.94,4.34,3.8997,4.31,3239804,16332,4.186071,CRON
12/20/2021,4.1,4.23,4.02,4.1,2125698,10636,4.101021,CRON
12/21/2021,4.1,4.35,4.08,4.27,2316927,10819,4.267265,CRON
12/22/2021,4.21,4.27,4.1419,4.22,1865196,9094,4.210664,CRON
12/23/2021,4.21,4.345,4.16,4.26,2318737,11348,4.262313,CRON
12/27/2021,4.22,4.3,4.12,4.18,2031169,9963,4.175185,CRON
12/28/2021,4.12,4.17,3.93,3.96,3085285,12671,4.023875,CRON
12/29/2021,3.93,3.99,3.81,3.85,4436055,17317,3.860016,CRON
12/30/2021,3.81,4.18,3.792,4.01,4337258,17929,4.055438,CRON
12/31/2021,3.97,4.13,3.91,3.92,3269384,12549,3.977868,CRON
1/3/2022,3.99,4.29,3.94,4.2,2696082,11705,4.155758,CRON
1/4/2022,4.18,4.18,3.95,4.11,2774402,12220,4.0572,CRON
1/5/2022,4.06,4.19,3.85,3.87,2460263,12833,3.984616,CRON
1/6/2022,3.89,3.97,3.74,3.81,2911413,14079,3.846605,CRON
1/7/2022,3.85,4.03,3.815,3.9,1798810,9161,3.934954,CRON
1/10/2022,3.96,4.07,3.84,3.96,3201085,14243,3.94213,CRON
1/11/2022,3.93,4.15,3.88,4.06,2247707,8739,4.061986,CRON
1/12/2022,4.09,4.14,3.945,4.03,1595145,7683,4.024709,CRON
1/13/2022,4.03,4.0601,3.88,3.9,1884095,8724,3.935341,CRON
1/14/2022,3.88,3.94,3.785,3.93,1908555,8555,3.856204,CRON
1/18/2022,3.84,3.86,3.67,3.68,3013616,11972,3.737297,CRON
1/19/2022,3.72,3.74,3.58,3.59,2475672,10448,3.645361,CRON
1/20/2022,3.62,3.77,3.56,3.57,2524338,9940,3.669475,CRON
1/21/2022,3.52,3.565,3.41,3.43,2682181,10609,3.477186,CRON
1/24/2022,3.3,3.44,3.12,3.43,3932247,17064,3.246749,CRON
1/25/2022,3.36,3.55,3.335,3.48,2145638,9528,3.423786,CRON
1/26/2022,3.54,3.59,3.37,3.41,1986051,9004,3.487461,CRON
1/27/2022,3.45,3.45,3.27,3.3,2161809,9274,3.326878,CRON
1/28/2022,3.28,3.505,3.22,3.41,2815030,11055,3.366391,CRON
1/31/2022,3.37,3.7163,3.37,3.69,2047359,9071,3.628389,CRON
2/1/2022,3.7,3.88,3.66,3.83,2266044,10864,3.780143,CRON
2/2/2022,3.83,3.83,3.685,3.72,997936,5274,3.754525,CRON
2/3/2022,3.66,3.67,3.48,3.48,1657820,8543,3.557537,CRON
2/4/2022,3.51,3.65,3.43,3.63,1705112,7465,3.585039,CRON
2/7/2022,3.63,3.81,3.63,3.65,1398652,6668,3.706594,CRON
2/8/2022,3.65,3.725,3.59,3.72,1605403,6944,3.669349,CRON
2/9/2022,3.76,4.005,3.76,3.96,3030302,11225,3.918168,CRON
2/10/2022,3.86,4.09,3.7808,3.94,2645365,10795,3.973692,CRON
2/11/2022,3.94,4.13,3.89,4.04,3232061,11581,4.027472,CRON
2/14/2022,4,4.06,3.793,3.81,2366761,9883,3.898346,CRON
2/15/2022,3.91,3.9899,3.87,3.95,1527555,6838,3.93731,CRON
2/16/2022,3.95,4.04,3.85,3.98,1327832,6755,3.959757,CRON
2/17/2022,3.94,3.965,3.75,3.79,1274114,6151,3.841426,CRON
2/18/2022,3.83,3.83,3.48,3.53,3313836,13880,3.604757,CRON
2/22/2022,3.46,3.49,3.34,3.37,1720421,7772,3.402866,CRON
2/23/2022,3.4,3.49,3.32,3.33,1815754,7440,3.376941,CRON
2/24/2022,3.16,3.47,3.11,3.46,1780569,8973,3.322814,CRON
2/25/2022,3.47,3.545,3.41,3.54,1428879,7899,3.495973,CRON
2/28/2022,3.54,3.59,3.44,3.58,1321126,6869,3.523489,CRON
3/1/2022,3.52,3.59,3.4,3.45,1671636,7493,3.48425,CRON
3/2/2022,3.47,3.55,3.315,3.53,1831612,8600,3.455319,CRON
3/3/2022,3.53,3.56,3.3,3.3,1155421,6348,3.37422,CRON
3/4/2022,3.26,3.32,3.15,3.19,1292201,5998,3.203468,CRON
3/7/2022,3.16,3.21,3.06,3.07,1455845,7214,3.120244,CRON
3/8/2022,3.07,3.22,3,3.12,1780064,7363,3.124205,CRON
3/9/2022,3.2,3.31,3.125,3.18,2631693,9866,3.206799,CRON
3/10/2022,3.14,3.26,3.03,3.25,1834881,7267,3.139513,CRON
3/11/2022,3.26,3.3,3.09,3.09,986748,4150,3.166129,CRON
3/14/2022,3.08,3.11,2.96,3,1977974,8641,3.029239,CRON
3/15/2022,3,3.1,2.955,3.1,1625077,5985,3.017019,CRON
3/16/2022,3.12,3.34,3.12,3.34,1767205,7690,3.270515,CRON
3/17/2022,3.32,3.5,3.26,3.48,1408048,6169,3.443207,CRON
3/18/2022,3.46,3.665,3.44,3.61,1911242,8187,3.60185,CRON
3/21/2022,3.6,3.685,3.5101,3.58,1602468,7022,3.59152,CRON
3/22/2022,3.63,3.775,3.585,3.69,2475323,9394,3.69656,CRON
3/23/2022,3.79,3.86,3.63,3.67,2112781,9269,3.70785,CRON
3/24/2022,3.69,4.08,3.57,3.99,7177172,18601,3.927262,CRON
3/25/2022,4.15,4.29,3.82,4.25,12736695,38986,4.062361,CRON
3/28/2022,4,4.1,3.8306,3.95,4432132,17658,3.930648,CRON
3/29/2022,3.98,4.16,3.86,4.01,3811688,13550,4.033072,CRON
3/30/2022,4.04,4.31,4.01,4.07,3873104,15073,4.167745,CRON
3/31/2022,4.05,4.07,3.87,3.89,2103341,9276,3.9264,CRON
4/1/2022,3.94,4.05,3.8512,3.9,3154708,12456,3.946727,CRON
4/4/2022,3.97,4,3.78,3.92,2288681,9266,3.902184,CRON
4/5/2022,3.92,3.97,3.79,3.82,1924428,7980,3.858322,CRON
4/6/2022,3.83,3.83,3.62,3.66,2402648,9371,3.713712,CRON
4/7/2022,3.75,3.75,3.49,3.57,2023027,7372,3.584948,CRON
4/8/2022,3.54,3.57,3.47,3.48,1315404,5194,3.511296,CRON
4/11/2022,3.41,3.48,3.31,3.42,1692774,7465,3.39403,CRON
4/12/2022,3.49,3.56,3.365,3.39,1328803,5250,3.445335,CRON
4/13/2022,3.4,3.49,3.3387,3.49,1038695,4963,3.437379,CRON
4/14/2022,3.46,3.49,3.37,3.44,1335324,5117,3.415901,CRON
4/18/2022,3.44,3.45,3.21,3.26,1545760,7335,3.279952,CRON
4/19/2022,3.24,3.35,3.18,3.33,1434990,6320,3.29778,CRON
4/20/2022,3.37,3.37,3.19,3.21,1228174,5649,3.224896,CRON
4/22/2019,163.04,163.21,162.14,162.58,196717,3309,162.667677,DEO
4/23/2019,164.32,164.92,163.45,163.8,442307,5648,164.092187,DEO
4/24/2019,163.81,164.7899,163.76,164.13,433237,3543,164.207155,DEO
4/25/2019,162.99,164.3,162.76,164.17,195180,3578,163.788074,DEO
4/26/2019,166.07,166.71,165.7,166.48,246827,4071,166.286773,DEO
4/29/2019,166.03,166.35,165.54,166.14,227376,3467,165.949891,DEO
4/30/2019,166.79,168.73,166.72,168.64,288681,3904,168.157239,DEO
5/1/2019,169.51,169.53,167.12,167.16,306361,4416,168.406029,DEO
5/2/2019,167.5,167.73,166,166.38,235070,3909,166.575099,DEO
5/3/2019,167.96,169.06,167.64,168.52,277068,3392,168.423958,DEO
5/6/2019,166.72,167.53,166.03,167.37,156680,2693,167.020908,DEO
5/7/2019,167.85,167.9664,166.33,167.5,385797,5270,167.314185,DEO
5/8/2019,167.49,168.67,167.38,168.4,311135,4757,168.0917,DEO
5/9/2019,169,169.72,168.3,169.27,388972,9448,169.150872,DEO
5/10/2019,169.85,170.17,168.86,170.03,267158,5018,169.614441,DEO
5/13/2019,169.17,169.67,168.6,169.23,271132,4384,169.162129,DEO
5/14/2019,169.22,169.67,169.05,169.1,261965,4056,169.30696,DEO
5/15/2019,169.6,170.94,169.39,170.05,330288,5056,170.162577,DEO
5/16/2019,170.25,171.58,169.96,170.8,350760,4699,170.930072,DEO
5/17/2019,170.21,170.77,169.66,169.81,278834,4226,170.200632,DEO
5/20/2019,170,170.78,169.26,169.49,249410,4037,169.859513,DEO
5/21/2019,169.91,169.91,168.99,169.44,285749,3802,169.543522,DEO
5/22/2019,166.96,168.77,166.11,168.56,326002,3841,168.039769,DEO
5/23/2019,168.16,168.67,167.92,167.99,277751,3566,168.209174,DEO
5/24/2019,170.09,170.51,169.63,169.98,214228,3529,170.011817,DEO
5/28/2019,170.22,170.7831,169.35,169.35,253360,4200,170.125706,DEO
5/29/2019,168.05,168.15,166.85,167.18,315549,4882,167.459277,DEO
5/30/2019,168.66,169.4,168.41,169.35,287899,4725,169.046459,DEO
5/31/2019,167.22,168.29,166.75,168.06,229852,4655,167.73516,DEO
6/3/2019,169.63,170.08,168.9,169.83,247692,4005,169.622711,DEO
6/4/2019,169.28,169.4,167.165,167.65,279269,4572,167.888932,DEO
6/5/2019,169.05,170.25,168.835,169.9,389853,4374,169.504657,DEO
6/6/2019,171.15,172.03,170.9753,171.09,392121,4713,171.319552,DEO
6/7/2019,173,173.87,172.95,173.44,337462,4388,173.350691,DEO
6/10/2019,172.9,172.92,172.227,172.76,202012,4187,172.602402,DEO
6/11/2019,172.64,173.01,172.12,172.59,225517,3580,172.558039,DEO
6/12/2019,173.9,174.73,173.89,174.14,200997,3423,174.285695,DEO
6/13/2019,174.29,174.49,172.725,173,310916,4824,173.391442,DEO
6/14/2019,171.79,172.57,171.79,172.19,159907,3069,172.159916,DEO
6/17/2019,170.76,171.2,170.39,170.67,197129,3478,170.785349,DEO
6/18/2019,172.66,172.95,169.95,170.25,303569,4102,170.807643,DEO
6/19/2019,170.06,172.19,169.89,172.07,254478,3748,171.217707,DEO
6/20/2019,172.22,172.88,172.09,172.77,187098,3385,172.521803,DEO
6/21/2019,171.37,172.1814,170.8,171.94,256171,3925,171.642079,DEO
6/24/2019,173.51,174.74,173.49,174.55,280806,4777,174.362368,DEO
6/25/2019,174.45,174.59,172.98,173.2,234517,3866,173.685427,DEO
6/26/2019,172.57,172.7976,171.79,171.99,279564,3533,172.174128,DEO
6/27/2019,171.53,171.78,170.86,171.61,258539,4248,171.357508,DEO
6/28/2019,171.61,172.32,171.33,172.32,295024,4532,171.792805,DEO
7/1/2019,171.08,171.31,170.34,170.93,440183,6810,170.726962,DEO
7/2/2019,171.87,173.82,171.86,173.64,325293,4660,172.972829,DEO
7/3/2019,175.1,176.0699,175.01,175.53,148031,2530,175.488838,DEO
7/5/2019,171.82,172.8499,171,172.63,231984,3969,171.925584,DEO
7/8/2019,173.05,173.61,172.71,173.19,218155,3849,173.143595,DEO
7/9/2019,171.95,172.77,171.62,171.94,290233,4920,171.984298,DEO
7/10/2019,171.51,172.8932,171.44,172.46,222784,4137,172.245759,DEO
7/11/2019,172.86,173.08,171.97,172.53,153438,3024,172.45474,DEO
7/12/2019,170.33,170.78,169.53,170.26,279053,4849,170.142132,DEO
7/15/2019,170.33,171.0416,170.1254,170.85,325937,5812,170.53079,DEO
7/16/2019,170.71,170.79,169.73,170.16,362419,6705,170.088074,DEO
7/17/2019,171.38,171.61,170.61,170.87,266583,4498,171.176634,DEO
7/18/2019,169.76,171.22,169.41,170.95,445281,5910,170.528424,DEO
7/19/2019,170.87,170.87,169.54,170.61,544504,6371,170.284784,DEO
7/22/2019,169.24,170.13,168.81,169.77,515766,6148,169.334548,DEO
7/23/2019,169.48,170.14,168.92,169.33,516284,6946,169.475642,DEO
7/24/2019,166.68,168.38,166.42,167.29,504156,7252,167.277314,DEO
7/25/2019,163.97,164.17,162.03,163.32,846967,10218,163.273496,DEO
7/26/2019,164.66,165.33,164.16,165.08,402245,5709,164.848382,DEO
7/29/2019,167.43,168.1,166.8,167.91,562208,8191,167.582439,DEO
7/30/2019,167.98,168.29,167.45,168.14,528096,7097,167.914195,DEO
7/31/2019,167.48,168.62,165.8,166.88,312690,4864,167.644712,DEO
8/1/2019,168.88,171.17,168.81,168.84,464740,6738,169.934188,DEO
8/2/2019,168.29,168.5,166.49,166.82,407821,5740,167.199088,DEO
8/5/2019,165.66,166.01,162.37,163.28,480882,5752,164.550419,DEO
8/6/2019,163.69,164.3,162.87,163.74,223086,4011,163.596725,DEO
8/7/2019,163.87,165.68,163.51,164.92,320818,5639,164.590096,DEO
8/8/2019,161.1,163.8875,160.99,163.58,361977,5239,162.792584,DEO
8/9/2019,164.11,164.44,163.14,163.72,342293,5459,163.830309,DEO
8/12/2019,165.28,165.8,164.47,164.66,216199,4232,165.103159,DEO
8/13/2019,163.79,164.82,163.6,163.92,229192,4419,164.112817,DEO
8/14/2019,163.44,164.25,162.58,162.78,345774,5571,163.417182,DEO
8/15/2019,165.59,166.18,164.8,165.64,275689,5330,165.522583,DEO
8/16/2019,167.66,167.98,166.84,167.69,499030,6289,167.471585,DEO
8/19/2019,167.67,168.08,166.78,166.86,377335,4964,167.337359,DEO
8/20/2019,168.19,168.38,166.52,166.7,482616,5912,167.425239,DEO
8/21/2019,169.04,169.19,167.77,168.03,607142,7271,168.53665,DEO
8/22/2019,167.2,168.33,166.8485,168.15,395175,4831,167.560879,DEO
