date,open,high,low,close,volume,trade_count,vwap,symbol
3/26/2021,1096.2,1164.87,1089.335,1159.99,131178,8093,1142.331392,SAM
3/29/2021,1163.14,1229.125,1154.6801,1166.02,194803,9790,1177.443103,SAM
3/30/2021,1166,1206.56,1142.4,1195.67,124421,6611,1180.709918,SAM
3/31/2021,1206.53,1256.04,1201.9,1206.28,171368,7697,1222.623273,SAM
4/1/2021,1226.41,1233.6999,1179.95,1184.68,95570,7586,1197.27211,SAM
4/5/2021,1190.61,1218.865,1165.1805,1211.08,92426,7519,1200.750405,SAM
4/6/2021,1220.32,1241.43,1202.75,1225.3,90470,6690,1222.905407,SAM
4/7/2021,1221.01,1244.58,1218.03,1235.34,80056,4921,1231.943219,SAM
4/8/2021,1246.78,1280.11,1234.58,1270.11,136864,6161,1269.399419,SAM
4/9/2021,1276.05,1283.185,1234.17,1253.1,91717,6968,1256.77602,SAM
4/12/2021,1244.36,1262.4,1225.01,1259.88,69978,4599,1243.61866,SAM
4/13/2021,1264.99,1277.38,1260.09,1267.02,78784,4443,1268.748068,SAM
4/14/2021,1270,1270,1241.19,1252.55,54718,3493,1254.552397,SAM
4/15/2021,1260,1298.62,1253.92,1290.89,75788,4470,1276.246269,SAM
4/16/2021,1301.19,1306.205,1283.33,1294.93,83071,3988,1292.837913,SAM
4/19/2021,1295.6,1308.03,1268.58,1287.69,87739,5504,1285.322887,SAM
4/20/2021,1292.62,1315.38,1261.31,1306.45,119583,5521,1291.150432,SAM
4/21/2021,1318.17,1319.34,1228.935,1255.22,173997,8478,1274.678177,SAM
4/22/2021,1265,1283.175,1222.05,1246,133580,9175,1254.606463,SAM
4/23/2021,1349.98,1349.98,1246,1283.9,277495,11861,1276.987053,SAM
4/26/2021,1266.67,1273.32,1213.87,1233.99,171612,9073,1233.85434,SAM
4/27/2021,1219.86,1231.66,1185.125,1215.42,198733,9931,1207.793275,SAM
4/28/2021,1225.86,1232.98,1198.29,1210.23,108491,4788,1215.946595,SAM
4/29/2021,1210.88,1218.4677,1187.66,1210.19,84749,4483,1203.752648,SAM
4/30/2021,1203.44,1219.36,1198.15,1216.49,69140,3276,1212.287864,SAM
5/3/2021,1221,1231.8498,1189.72,1191.08,78618,4204,1206.75504,SAM
5/4/2021,1182.34,1182.34,1100.385,1131.14,254781,9729,1132.401745,SAM
5/5/2021,1136,1139.22,1098.66,1099.2,169635,6638,1110.493315,SAM
5/6/2021,1112.46,1118.67,1084.03,1109.74,129765,5747,1102.678061,SAM
5/7/2021,1115.51,1133.22,1104.065,1115.15,121323,5269,1117.930264,SAM
5/10/2021,1113,1144.62,1098.43,1136.88,132971,5452,1129.592665,SAM
5/11/2021,1109.73,1124.24,1078.25,1083.9,201895,6906,1097.203491,SAM
5/12/2021,1087.42,1120.23,1042.26,1054.22,254817,9556,1067.56509,SAM
5/13/2021,1062.36,1085.4955,1042.23,1067.16,156460,7141,1067.955716,SAM
5/14/2021,1077.24,1112.115,1074.0312,1108.42,101219,5911,1102.338834,SAM
5/17/2021,1110,1128.46,1102.24,1121.03,116883,6323,1118.089281,SAM
5/18/2021,1121,1127.025,1057.47,1061.71,228338,11920,1074.492829,SAM
5/19/2021,1044.77,1062.855,1031.215,1049,235780,8302,1046.227164,SAM
5/20/2021,1058.16,1080.71,1046.88,1047.85,168034,6935,1058.671576,SAM
5/21/2021,1062.93,1067,1041.12,1045.39,186786,7550,1048.775745,SAM
5/24/2021,1048.97,1066.12,1046.2,1052.36,197553,7949,1055.586213,SAM
5/25/2021,1079.17,1107.65,1055.45,1096.7,374579,11925,1086.57493,SAM
5/26/2021,1096.7,1117.02,1081.28,1105.94,253815,10258,1102.194244,SAM
5/27/2021,1110.76,1133.8,1030.45,1030.45,834906,17217,1054.085537,SAM
5/28/2021,1044.24,1072.535,1039.83,1058.16,312730,12165,1056.083791,SAM
6/1/2021,1051.94,1068.4707,1032.62,1063.01,258525,10089,1052.386484,SAM
6/2/2021,1055.17,1074.48,1038.27,1066.9,259978,8116,1057.739962,SAM
6/3/2021,1054.54,1104.09,1047.97,1099,235577,9017,1086.732409,SAM
6/4/2021,1107.21,1118.96,1095.75,1106.29,251297,6386,1107.489428,SAM
6/7/2021,1100.21,1104.09,1063.03,1089.89,178065,7336,1081.976567,SAM
6/8/2021,1089.89,1103.29,1081.4445,1092.02,174921,7655,1093.31416,SAM
6/9/2021,1097.64,1097.64,1036.22,1038.51,172572,8471,1052.42116,SAM
6/10/2021,1040.56,1052.78,1025.64,1028.49,133551,6463,1035.380148,SAM
6/11/2021,1029.03,1044.74,1021.825,1028.96,158530,6932,1032.189936,SAM
6/14/2021,1029.53,1037.4044,1017.16,1021.88,150927,6065,1023.898778,SAM
6/15/2021,1023.44,1034.09,1002.195,1007.78,194524,6526,1010.799569,SAM
6/16/2021,1000,1018,992.29,995,270911,9332,1003.707242,SAM
6/17/2021,985.12,997.705,966.26,970.14,216190,8271,979.881004,SAM
6/18/2021,967.4,989.605,963.71,970.08,245568,6506,974.164935,SAM
6/21/2021,985.49,998.025,977.32,986.08,193985,7914,986.641778,SAM
6/22/2021,991.86,1008.27,985.355,1004.24,133907,5707,998.742054,SAM
6/23/2021,1003.52,1017.35,996.07,1010.02,131197,4616,1008.36379,SAM
6/24/2021,1014.93,1020,1006.09,1019.62,126487,4848,1015.66902,SAM
6/25/2021,1027.98,1038.29,1013.5,1035.22,180029,6657,1028.49592,SAM
6/28/2021,1037.39,1059.035,1027.4001,1037.77,123193,6394,1041.631677,SAM
6/29/2021,1037.5,1039.71,1017.79,1034.57,109298,4687,1029.54113,SAM
6/30/2021,1034.54,1048.99,1015.13,1020.8,185523,6148,1023.364282,SAM
7/1/2021,1012.63,1017.32,963.16,966.48,284016,14947,979.142029,SAM
7/2/2021,974,974.02,935.03,953.85,313336,12241,949.749876,SAM
7/6/2021,965.25,965.25,925,927.92,230740,10817,933.400788,SAM
7/7/2021,966.12,972.79,939.97,959,392069,14455,955.638625,SAM
7/8/2021,939.97,988.05,934.4248,964.73,234938,9439,964.234906,SAM
7/9/2021,958.71,975.49,950.8995,973.58,225376,7731,965.202493,SAM
7/12/2021,969.56,990.4,963.32,979.41,311199,9211,978.822988,SAM
7/13/2021,975.91,980.35,936.84,940.7,272699,10052,946.584964,SAM
7/14/2021,946.68,946.68,902.88,919.55,361321,13530,920.467173,SAM
7/15/2021,918.27,957.925,913.7015,930.86,251837,9156,933.649145,SAM
7/16/2021,935,954.58,922.25,925.09,206592,8352,933.346745,SAM
7/19/2021,910.4,955,902.5,951.5,287497,10806,941.855114,SAM
7/20/2021,958.72,959.62,923.24,936.43,240913,9411,937.461874,SAM
7/21/2021,940.63,960.2,923.92,930,287125,10148,941.455756,SAM
7/22/2021,936,960.99,920.67,947.54,521225,22454,900.308417,SAM
7/23/2021,735.01,745,693.21,701,2826374,82731,716.881315,SAM
7/26/2021,705,740,687.1,726.62,982510,33374,720.987756,SAM
7/27/2021,723.21,731.58,709.01,716.4,489118,15173,717.073774,SAM
7/28/2021,715.37,731.7,707.26,717.17,346286,13051,717.016265,SAM
7/29/2021,718.65,728.01,701.5,705.56,388833,14263,709.937062,SAM
7/30/2021,702.94,712.73,695.8,710,409441,13253,707.261056,SAM
8/2/2021,710,718.16,706.045,715.87,377459,10621,713.399585,SAM
8/3/2021,716.89,716.89,675.06,678.09,459108,19848,689.126858,SAM
8/4/2021,676,694.77,659.71,660.21,469244,18088,672.28201,SAM
8/5/2021,661.29,666.99,653.57,656.03,340204,13485,658.541936,SAM
8/6/2021,657.08,666.198,653.86,656.72,375517,11196,660.215474,SAM
8/9/2021,662.51,690.35,659.31,684.52,360897,12091,681.119835,SAM
8/10/2021,697.56,697.56,660.06,663.27,473164,11904,671.874843,SAM
8/11/2021,670,670,645.35,649.59,288640,13244,652.935788,SAM
8/12/2021,652.83,654,634.2994,640,335000,13549,639.415721,SAM
8/13/2021,640.21,651.335,632.39,633.86,205604,9808,640.068512,SAM
8/16/2021,631,638.98,618.8401,626.64,411491,12813,629.573753,SAM
8/17/2021,622.42,633.51,616.75,627.99,435276,10432,627.319815,SAM
8/18/2021,630.11,631,603.331,604.83,387016,13183,612.00928,SAM
8/19/2021,604.72,607.8699,593.4795,597.86,376025,12044,599.707779,SAM
8/20/2021,596.13,605.95,584.6,588.12,391221,13368,593.065285,SAM
8/23/2021,591,608.98,588.8088,605.06,273135,10182,602.37748,SAM
8/24/2021,604.99,611.885,589.14,608.11,364597,12382,602.410512,SAM
8/25/2021,581.49,587.21,562.11,586.62,1182559,32677,575.366307,SAM
8/26/2021,591.52,596.37,574.5,586.19,410916,15412,583.994085,SAM
8/27/2021,586.01,597.9,580.03,585.11,259167,9897,589.238618,SAM
8/30/2021,585,589.74,575.59,576.72,252266,9232,580.81355,SAM
8/31/2021,582.51,582.51,564.0001,570.21,368617,12418,570.2677,SAM
9/1/2021,576.26,585.505,569.38,570.78,226202,10699,575.433505,SAM
9/2/2021,571,572.995,561.2501,562.39,226432,11785,565.245984,SAM
9/3/2021,561,568.19,555,562.51,275445,9988,561.560161,SAM
9/7/2021,566.06,569.3871,551.47,559.87,232705,10797,557.932527,SAM
9/8/2021,556.65,569.25,555.79,559.4,307783,14043,551.1593,SAM
9/9/2021,512,545.58,510.2501,538.31,1203795,31356,530.337912,SAM
9/10/2021,539.28,546.285,525.01,542.82,461273,15078,536.717713,SAM
9/13/2021,545.4,563.6408,540.41,543.71,351574,14127,550.137765,SAM
9/14/2021,545,548.86,526.55,531.01,250571,10889,534.964588,SAM
9/15/2021,528.27,539.04,522.24,530.4,356323,12571,530.325137,SAM
9/16/2021,528.24,535.01,514.8311,527.15,487558,14885,524.664519,SAM
9/17/2021,527.99,528.495,516.24,517.06,341424,10275,519.209882,SAM
9/20/2021,511.08,527.71,508.5,524.36,316183,11144,519.132725,SAM
9/21/2021,524.35,532.08,515.71,520.84,255957,9027,522.622568,SAM
9/22/2021,522.14,530.44,517.3,522.35,247581,7725,524.24471,SAM
9/23/2021,519.88,528.65,515.16,525.69,251146,10096,522.272323,SAM
9/24/2021,527.23,527.23,514.06,514.59,182005,7174,517.29346,SAM
9/27/2021,515.23,532.12,514.97,523.9,344339,10670,525.780277,SAM
9/28/2021,523.23,526.77,510.405,517.4,233088,8841,515.567892,SAM
9/29/2021,515,515.57,503.3238,513.99,281740,12136,509.951149,SAM
9/30/2021,516.45,526.09,508.41,509.75,302149,9497,513.240189,SAM
10/1/2021,509.75,516.85,501.14,508.94,254565,8529,508.912599,SAM
10/4/2021,507.45,508.99,496.86,503.77,284382,9064,502.402813,SAM
10/5/2021,505.18,509.78,497.62,507.56,330769,8656,504.865129,SAM
10/6/2021,505.28,525.5,501.84,525.5,435522,11809,516.723795,SAM
10/7/2021,525.5,556.68,525.5,545,775476,19689,548.045632,SAM
10/8/2021,547.69,551.015,533.225,537.81,271020,11095,540.952555,SAM
10/11/2021,540.26,547.26,535.5877,536.36,206204,8059,540.12337,SAM
10/12/2021,539.7,542.95,519.6465,522.69,260158,8791,528.278949,SAM
10/13/2021,525.1,531.77,521.45,524.52,198869,7426,525.220614,SAM
10/14/2021,524.3,535.25,524.3,525.19,224087,7837,529.743361,SAM
10/15/2021,525.19,530.35,506.33,511.36,298456,11187,516.20766,SAM
10/18/2021,507.22,517.49,507.01,507.01,279408,10835,511.145281,SAM
10/19/2021,509,513.01,506,510.27,309823,10289,509.909943,SAM
10/20/2021,512.97,528.63,509.88,511.52,336427,9830,516.84906,SAM
10/21/2021,511.13,519.49,504.1,517.22,470424,17292,510.92184,SAM
10/22/2021,496,538.2,493.0529,525.64,961077,23027,524.36215,SAM
10/25/2021,521.58,529.41,503.7639,506.38,437036,14406,516.025549,SAM
10/26/2021,507.5,516.51,491.8801,500.14,378270,14478,500.146363,SAM
10/27/2021,502.85,503.11,479.8,485.1,301419,13949,485.805513,SAM
10/28/2021,486.66,497.3,483.71,496.61,189667,8546,492.813969,SAM
10/29/2021,494.59,502.54,490.2801,492.48,163909,6757,494.032828,SAM
11/1/2021,491.68,506.31,490,505.05,148514,7181,501.436681,SAM
11/2/2021,505.05,505.05,486.97,496.62,175484,9081,493.131105,SAM
11/3/2021,495.15,511,493.94,507.73,173944,8748,505.852138,SAM
11/4/2021,503.2,507.73,492.595,505.2,179688,8107,501.30377,SAM
11/5/2021,501.99,507.39,496.89,502.71,127236,6454,501.971789,SAM
11/8/2021,500.57,500.57,486.47,491.64,209103,11065,490.777057,SAM
11/9/2021,491.14,492.53,483.915,484.97,160684,8577,486.896773,SAM
11/10/2021,487.13,487.13,467.13,470.46,315766,14217,474.386461,SAM
11/11/2021,472.72,473.18,463.26,468.32,220514,9316,468.362797,SAM
11/12/2021,471.77,485.57,465.0101,479.65,301307,9975,478.052857,SAM
11/15/2021,480,480,468.35,472.99,203241,7968,473.294929,SAM
11/16/2021,472.14,491.94,471.3,485.93,298218,8833,484.28789,SAM
11/17/2021,486.06,486.8701,479.29,483.24,215393,8742,482.773012,SAM
11/18/2021,484.32,484.32,468.9,472.2,213043,8447,473.037048,SAM
11/19/2021,468.94,478.17,462.86,464.75,266825,10128,466.945064,SAM
11/22/2021,465.7,470.57,454.0801,458.94,290579,12256,461.148974,SAM
11/23/2021,455.47,463.24,449.5,460.27,428606,12838,455.332617,SAM
11/24/2021,460.27,471.66,454.095,464.33,217143,9657,465.716727,SAM
11/26/2021,456.51,463.14,448.025,454.64,138464,7318,454.47326,SAM
11/29/2021,460.06,460.06,435.12,442.37,305961,15370,442.52336,SAM
11/30/2021,435.67,459.73,435.12,451.17,986930,17686,450.229541,SAM
12/1/2021,453.86,464.09,438.23,438.31,235729,9104,446.20079,SAM
12/2/2021,439.5,460.99,439.5,460.85,243432,8424,456.679554,SAM
12/3/2021,459.65,460.56,447.635,460.4,204313,9018,456.52061,SAM
12/6/2021,473.2,500.8999,460.5,492.26,419849,15142,490.466691,SAM
12/7/2021,495.38,505.33,489.93,497.06,319546,11308,499.335386,SAM
12/8/2021,494.65,506.59,488.995,503.42,215857,8479,501.13644,SAM
12/9/2021,506.03,511.66,499.63,508.05,224323,8112,506.467624,SAM
12/10/2021,510.1,518.18,508,511.05,191577,7846,512.8571,SAM
12/13/2021,510,535.751,504.28,532.27,308102,11663,523.933245,SAM
12/14/2021,529.89,531,510.22,518.5,262272,9327,519.440369,SAM
12/15/2021,514.02,527,510.22,524.93,215924,7377,520.228054,SAM
12/16/2021,524.11,531.32,509.05,510.83,257109,8966,519.153646,SAM
12/17/2021,507.91,531.88,499.7562,531.8,403477,11549,527.030835,SAM
12/20/2021,542.72,547.71,526.9552,537.84,255253,10075,536.662548,SAM
12/21/2021,539.63,543.27,522.715,527.87,162817,7747,528.803963,SAM
12/22/2021,527,529.4,515.51,521.87,175777,5818,521.399213,SAM
12/23/2021,527.35,527.35,513.02,524.87,141581,6158,520.724604,SAM
12/27/2021,520.9,526.49,510.94,512.21,135462,6286,515.82429,SAM
12/28/2021,511.55,511.55,501.33,503.23,150024,7234,504.876088,SAM
12/29/2021,501.65,508.8626,497.7872,501.97,106376,4920,503.598424,SAM
12/30/2021,502.07,517.77,502.07,514.68,150317,5729,511.046599,SAM
12/31/2021,512.08,515.5608,502.44,505.1,116451,5834,506.348267,SAM
1/3/2022,503.54,520.39,490.4601,520.2,123302,5896,512.431323,SAM
1/4/2022,516.75,519.87,498.63,508.17,164530,6635,505.199827,SAM
1/5/2022,505.91,514.855,500.06,502.22,173183,6710,505.848874,SAM
1/6/2022,501.54,513.69,497.76,499.33,161791,5571,502.898978,SAM
1/7/2022,500,535,499.3,516.88,382909,12077,518.901105,SAM
1/10/2022,517,519.45,495.67,510.27,147810,6363,506.988515,SAM
1/11/2022,507.47,511.01,501.09,504.58,99845,5054,506.130714,SAM
1/12/2022,502.23,505.9808,484.39,485,166127,7658,492.518399,SAM
1/13/2022,489.41,495,484.56,488.98,142283,5602,488.87841,SAM
1/14/2022,450,460.33,428.13,449.33,1184720,25102,446.941527,SAM
1/18/2022,445,452.28,435.56,444.73,270589,9778,443.884535,SAM
1/19/2022,450,470.84,445.76,456.16,308508,10970,459.074045,SAM
1/20/2022,458.26,468.37,452.43,453.76,259827,7484,460.626012,SAM
1/21/2022,452.43,457.63,440.9,443.44,187346,7082,446.183383,SAM
1/24/2022,439.05,452.59,429.15,451.24,231072,7547,445.045103,SAM
1/25/2022,447.98,447.98,432.985,435.57,278880,7862,438.442206,SAM
1/26/2022,436.8,439.7968,419.15,421.26,336320,8496,427.006237,SAM
1/27/2022,425,434.7147,412.29,415.34,243037,6203,421.761537,SAM
1/28/2022,415.9,427.98,406.68,426.16,304386,8420,419.170076,SAM
1/31/2022,426.16,428.87,408.23,420.83,531942,13359,419.128112,SAM
2/1/2022,424.49,426.905,407.515,425.07,307321,8084,419.716297,SAM
2/2/2022,426.91,426.91,406.82,414.94,207713,6551,414.277495,SAM
2/3/2022,411.61,420.55,407,408.66,163541,5314,412.644112,SAM
2/4/2022,407.01,422.54,404.5,419.04,192520,6278,416.786052,SAM
2/7/2022,423.41,429.56,418.85,424.97,169807,6563,423.36435,SAM
2/8/2022,424.39,445.87,424.39,443.23,263813,8066,440.216456,SAM
2/9/2022,446.2979,454.11,439.775,444.61,250541,7388,447.456474,SAM
2/10/2022,441.77,451.02,433.24,439.56,119891,4822,440.362016,SAM
2/11/2022,443.18,445.69,428,432.52,159042,5536,432.968934,SAM
2/14/2022,430.09,432.05,417.32,422.38,181796,5705,423.551752,SAM
2/15/2022,428.32,431.95,419.96,422.44,217551,5516,423.896073,SAM
2/16/2022,422.3,422.3,405.185,408.12,310705,11482,409.504421,SAM
2/17/2022,403.39,426.355,386.19,397.16,467993,12803,405.479426,SAM
2/18/2022,397.06,399.86,378.14,378.26,235245,8970,383.726928,SAM
2/22/2022,377.61,392.7,377,382.75,261142,8082,385.031703,SAM
2/23/2022,382.57,386.59,367.03,368.15,174384,7346,375.083393,SAM
2/24/2022,356.81,375.29,355.8685,374.61,174027,7193,366.065527,SAM
2/25/2022,373,385.5299,365.01,380.53,153836,7288,379.036985,SAM
2/28/2022,379.72,384.01,375.5,383.46,113340,5139,380.745378,SAM
3/1/2022,379.95,402.805,377.72,379.96,242776,7861,388.591202,SAM
3/2/2022,378,395.73,378,393.71,207249,8025,391.427702,SAM
3/3/2022,395.72,398.5555,390.01,391.68,124295,5280,393.481109,SAM
3/4/2022,382.5323,391.15,372.7,376.13,128735,5828,378.292573,SAM
3/7/2022,377.17,381.02,365.8225,367.72,111140,6266,369.627992,SAM
3/8/2022,369.29,371.61,357.29,358.06,147145,6184,363.471656,SAM
3/9/2022,365.19,369.84,360.01,367.69,78727,4285,366.180901,SAM
3/10/2022,361.86,361.86,349.55,350.12,143963,6690,352.200902,SAM
3/11/2022,352.35,353.7,342.74,346.62,149656,6238,346.709179,SAM
3/14/2022,348.78,354.69,345.31,349.91,145868,6101,350.234128,SAM
3/15/2022,350.46,359.2,349.33,358.97,109613,4643,355.748032,SAM
3/16/2022,362,373.54,360.3,373.06,93118,5165,368.558191,SAM
3/17/2022,373.25,388.9,370.43,384.8,115045,5588,382.909892,SAM
3/18/2022,385,402.95,384.49,401.62,304481,6814,397.284508,SAM
3/21/2022,401.1,405.78,393.8775,397.92,121235,5694,398.242127,SAM
3/22/2022,398.64,409.78,397.97,407.01,106271,5043,405.572386,SAM
3/23/2022,405.5,405.565,388.05,389.18,118401,6065,393.171095,SAM
3/24/2022,392.89,392.89,385.19,392.64,95661,4838,389.839362,SAM
3/25/2022,394.6,395.48,378.88,383.2,84263,5965,384.17032,SAM
3/28/2022,384.49,387.41,377.85,386.53,84888,4699,383.158319,SAM
3/29/2022,391.96,401.15,391.2701,396.51,76704,4673,396.826349,SAM
3/30/2022,395.2,395.366,384.665,386.26,73217,4463,388.183998,SAM
3/31/2022,385.22,392.5,384.16,388.47,82368,4408,389.150117,SAM
4/1/2022,388.36,391.44,381.31,391.15,85486,4290,388.325827,SAM
4/4/2022,391.4,404.2,389.055,396.96,119594,5814,397.375478,SAM
4/5/2022,395,395.6441,387.33,392.63,58656,3755,391.384734,SAM
4/6/2022,389.19,389.405,379.47,384.28,92374,4227,384.48558,SAM
4/7/2022,384.74,387.66,372.09,384.88,147259,5262,381.180044,SAM
4/8/2022,382.24,386.23,375.62,377.33,130472,5542,379.884475,SAM
4/11/2022,372.3,383.08,366.6,377.8,113299,5602,376.934474,SAM
4/12/2022,379.15,392.19,373.6135,376.83,110701,6767,380.206462,SAM
4/13/2022,371.07,379.6,371.07,375.13,77542,4314,375.628347,SAM
4/14/2022,376.95,376.95,363.675,365.76,172018,7656,366.885342,SAM
4/18/2022,361.93,365.19,352.025,357.68,183966,7400,356.512212,SAM
4/19/2022,359.21,372.42,359.21,364.87,156996,7281,366.809121,SAM
4/20/2022,363.88,369.85,354.1,361.22,153346,8498,362.759741,SAM
4/22/2019,289.17,290.435,289.07,290.27,40520264,170767,290.002934,SPY
4/23/2019,290.68,293.14,290.42,292.88,52411775,232023,292.102165,SPY
4/24/2019,292.76,293.16,292.07,292.23,50469550,203858,292.580824,SPY
4/25/2019,292.12,292.78,290.73,292.05,57875137,238260,292.05172,SPY
4/26/2019,292.12,293.49,291.2401,293.41,51449173,220594,292.642502,SPY
4/29/2019,293.53,294.45,293.41,293.87,61675682,186857,293.871519,SPY
4/30/2019,293.52,294.34,291.92,294.02,81411933,254912,293.55159,SPY
5/1/2019,294.76,294.95,291.8,291.81,71921870,337374,293.457138,SPY
5/2/2019,291.68,292.7,289.52,291.18,65058183,342564,291.10168,SPY
5/3/2019,292.8,294.34,291.2998,294.03,56579556,249557,293.438891,SPY
5/6/2019,289.24,293.31,288.9,292.82,107250892,390959,291.952803,SPY
5/7/2019,290.15,290.81,285.81,287.93,145292657,618594,288.280747,SPY
5/8/2019,287.56,289.43,286.87,287.53,91714817,455857,288.141309,SPY
5/9/2019,285.2,287.33,283.3,286.66,103471271,526341,285.580572,SPY
5/10/2019,285.64,288.94,282.3,288.1,112603342,602402,285.828611,SPY
5/13/2019,282.39,283.49,279.93,280.86,127837979,670187,281.560182,SPY
5/14/2019,282.01,285.1,281.85,283.4,77106090,390251,283.609239,SPY
5/15/2019,281.6,285.77,281.36,285.06,75152409,364823,284.276653,SPY
5/16/2019,285.83,289.21,285.76,287.7,77186068,352847,287.797144,SPY
5/17/2019,285.13,288.6,285.1207,285.84,100853024,401172,286.609816,SPY
5/20/2019,284.06,285.962,283.12,283.95,63153446,344197,284.223615,SPY
5/21/2019,285.83,286.93,285.55,286.51,47390688,256169,286.268748,SPY
5/22/2019,285.43,286.69,285.1,285.63,49717083,260143,285.783071,SPY
5/23/2019,283.16,283.21,280.57,282.14,99142377,466151,281.947377,SPY
5/24/2019,283.75,284.2,282.09,282.78,57468147,267403,283.00436,SPY
5/28/2019,283.01,284.15,280.13,280.15,70066654,340223,281.910164,SPY
5/29/2019,278.91,279.36,276.71,278.27,105794668,466356,278.222449,SPY
5/30/2019,279.08,280.04,277.805,279.03,63433008,286148,278.910577,SPY
5/31/2019,276.2,277.12,275.24,275.27,87040121,396412,275.990869,SPY
6/3/2019,275.3,276.5521,273.09,274.57,96584146,492872,274.75971,SPY
6/4/2019,277.11,280.68,276.62,280.53,77767889,377640,278.845031,SPY
6/5/2019,282.34,282.99,280.32,282.96,71374498,327592,281.92976,SPY
6/6/2019,283.29,285.55,282.57,284.8,69855780,303395,284.047267,SPY
6/7/2019,285.95,288.85,285.74,287.65,74283295,337830,287.477283,SPY
6/10/2019,289.35,290.82,288.8734,288.97,60804701,298335,289.569207,SPY
6/11/2019,290.95,291.4,288.1805,288.9,58696425,280368,289.403789,SPY
6/12/2019,288.64,289.26,287.815,288.39,47384212,206507,288.410265,SPY
6/13/2019,289.37,289.98,288.62,289.58,48958001,227007,289.222177,SPY
6/14/2019,289.27,289.93,288.41,289.26,52345601,229903,289.161718,SPY
6/17/2019,289.53,290.22,289.18,289.37,39205709,194956,289.675094,SPY
6/18/2019,291.38,293.57,290.99,292.4,85469823,387216,292.242582,SPY
6/19/2019,292.53,293.65,291.47,293.06,80323977,339731,292.685169,SPY
6/20/2019,296.02,296.3093,293.1255,295.86,117760417,369798,295.307119,SPY
6/21/2019,294.14,295.52,293.76,294,85099241,291151,294.338918,SPY
6/24/2019,294.18,294.58,293.47,293.64,47610730,203286,293.971447,SPY
6/25/2019,293.67,293.73,290.64,290.76,82344336,301447,292.000459,SPY
6/26/2019,291.78,292.31,290.345,290.47,52064906,226135,291.035618,SPY
6/27/2019,291.29,292.06,290.89,291.5,40484164,185583,291.584832,SPY
6/28/2019,292.57,293.55,292.01,293,59508955,246484,292.797839,SPY
7/1/2019,296.68,296.92,294.33,295.66,79264778,313785,295.550961,SPY
7/2/2019,295.59,296.49,291.21,296.43,62924305,243679,295.69054,SPY
7/3/2019,297.19,298.82,297.02,298.8,40929346,162068,298.172623,SPY
7/5/2019,297.46,298.64,296.01,298.46,51977326,229688,297.602081,SPY
7/8/2019,297.01,298.2579,296.22,296.82,45961732,190736,296.885773,SPY
7/9/2019,295.51,297.52,295.48,297.19,41504115,166322,296.762207,SPY
7/10/2019,298.4,299.66,297.78,298.61,59008229,258916,298.535745,SPY
7/11/2019,299.34,299.58,298.2,299.31,50935140,223129,299.020452,SPY
7/12/2019,299.86,300.73,299.51,300.65,40511434,176835,300.142196,SPY
7/15/2019,301.12,301.13,300.19,300.75,33992129,149900,300.605019,SPY
7/16/2019,300.64,300.88,299.44,299.71,40807546,183816,300.108039,SPY
7/17/2019,299.77,299.93,297.74,297.74,44343835,200151,298.543544,SPY
7/18/2019,297.18,299.25,296.7,298.83,53567032,236661,298.067797,SPY
7/19/2019,300.01,300.07,296.96,297.17,76794138,260715,298.617649,SPY
7/22/2019,297.61,298.5,297.04,297.9,45137404,186383,297.748117,SPY
7/23/2019,299.15,300.03,298.22,300.03,44935473,208847,299.177015,SPY
7/24/2019,299.16,301.44,299.09,301.44,47738870,204882,300.570907,SPY
7/25/2019,300.97,301,299.11,300,55864213,266901,300.079179,SPY
7/26/2019,300.77,302.23,300.62,302.01,45430077,195123,301.590773,SPY
7/29/2019,301.85,302.01,300.85,301.46,38182966,185789,301.47751,SPY
7/30/2019,299.9,301.17,299.49,300.72,46360267,208893,300.597002,SPY
7/31/2019,300.98,301.2,295.2,297.43,104971212,537642,298.744183,SPY
8/1/2019,297.56,300.87,293.96,294.84,142653060,771413,296.650886,SPY
8/2/2019,293.86,294.12,290.9,292.62,118248370,552082,292.544668,SPY
8/5/2019,288.07,288.21,281.72,283.82,178747597,789975,285.254711,SPY
8/6/2019,285.93,288.04,284.28,287.8,120763412,587808,286.234055,SPY
8/7/2019,284.4,288.82,282.04,287.97,143723012,668446,286.311024,SPY
8/8/2019,289.62,293.62,289.01,293.62,88075904,406693,291.72795,SPY
8/9/2019,292.59,293.24,289.65,291.62,93729958,451157,291.732496,SPY
8/12/2019,289.9,291.6052,287.02,288.07,60895115,324202,288.889779,SPY
8/13/2019,287.78,294.15,287.36,292.55,100693314,490220,292.076183,SPY
8/14/2019,288.05,292.4644,283.76,283.9,136293807,677326,285.776096,SPY
8/15/2019,284.89,285.64,282.39,284.65,102128101,533485,284.469402,SPY
8/16/2019,286.49,289.33,284.7138,288.85,86075298,371928,288.239546,SPY
8/19/2019,292.23,293.08,291.44,292.33,53733045,264347,292.275536,SPY
8/20/2019,291.78,292.36,289.95,290.09,51652752,242268,291.000229,SPY
8/21/2019,292.47,292.86,291.72,292.45,49948583,232471,292.254323,SPY
8/22/2019,293.24,293.93,290.4,292.36,51739392,285121,292.252155,SPY
8/23/2019,290.95,292.76,283.47,284.85,149408020,785131,287.38912,SPY
8/26/2019,287.24,288,285.58,288,72674040,348875,286.979104,SPY
